detector,stream,learner,drift_type,params,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.002}",18,2,28,0.1,0.0666666666666666,0.0666666666666666,0.08,-825.0,0.0599938006406004,0.066659778489556,30,20
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.002}",20,14,16,0.4117647058823529,0.4666666666666667,0.4666666666666667,0.4374999999999999,539.5714285714286,0.066659778489556,0.1133216234322453,30,34
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.002}",52,37,2,0.4157303370786517,0.9487179487179488,0.9333333333333332,0.578125,-124.21428571428572,0.1733154240728458,0.2966360142785245,30,89
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.02}",21,2,28,0.0869565217391304,0.0666666666666666,0.0666666666666666,0.0754716981132075,729.0,0.0699927674140338,0.0766587452629894,30,23
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.02}",20,20,10,0.5,0.6666666666666666,0.6666666666666666,0.5714285714285715,474.1,0.066659778489556,0.1333195569791121,30,40
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.02}",65,33,3,0.336734693877551,0.9166666666666666,0.9,0.4925373134328358,-35.074074074074076,0.2166442800910572,0.3266329145988247,30,98
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",16,0,30,0.0,0.0,0.0,0.0,,0.0533278227916448,0.0533278227916448,30,16
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",19,9,22,0.3214285714285714,0.2903225806451613,0.2666666666666666,0.3050847457627119,376.5,0.0633267895650782,0.0933236898853785,30,28
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",44,35,3,0.4430379746835443,0.9210526315789472,0.9,0.5982905982905983,-32.18518518518518,0.1466515126770233,0.2633061250337465,30,79
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",18,2,28,0.1,0.0666666666666666,0.0666666666666666,0.08,-825.0,0.0599938006406004,0.066659778489556,30,20
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",20,14,16,0.4117647058823529,0.4666666666666667,0.4666666666666667,0.4374999999999999,539.5714285714286,0.066659778489556,0.1133216234322453,30,34
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",52,37,2,0.4157303370786517,0.9487179487179488,0.9333333333333332,0.578125,-124.21428571428572,0.1733154240728458,0.2966360142785245,30,89
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.001}",18,0,30,0.0,0.0,0.0,0.0,,0.0599938006406004,0.0599938006406004,30,18
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.001}",19,14,17,0.4242424242424242,0.4516129032258064,0.4333333333333333,0.4375,416.84615384615387,0.0633267895650782,0.1099886345077675,30,33
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.001}",47,37,2,0.4404761904761904,0.9487179487179488,0.9333333333333332,0.6016260162601625,-156.07142857142858,0.1566504794504568,0.2799710696561355,30,84
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.001}",18,0,30,0.0,0.0,0.0,0.0,,0.0599938006406004,0.0599938006406004,30,18
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.001}",19,14,17,0.4242424242424242,0.4516129032258064,0.4333333333333333,0.4375,397.84615384615387,0.0633267895650782,0.1099886345077675,30,33
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.001}",47,37,2,0.4404761904761904,0.9487179487179488,0.9333333333333332,0.6016260162601625,-142.35714285714286,0.1566504794504568,0.2799710696561355,30,84
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.001}",17,1,29,0.0555555555555555,0.0333333333333333,0.0333333333333333,0.0416666666666666,989.0,0.0566608117161226,0.0599938006406004,30,18
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.001}",19,14,17,0.4242424242424242,0.4516129032258064,0.4333333333333333,0.4375,513.4615384615385,0.0633267895650782,0.1099886345077675,30,33
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.001}",47,36,2,0.4337349397590361,0.9473684210526316,0.9333333333333332,0.5950413223140496,-96.53571428571428,0.1566504794504568,0.2766380807316577,30,83
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.002}",18,2,28,0.1,0.0666666666666666,0.0666666666666666,0.08,-825.0,0.0599938006406004,0.066659778489556,30,20
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.002}",20,14,16,0.4117647058823529,0.4666666666666667,0.4666666666666667,0.4374999999999999,539.5714285714286,0.066659778489556,0.1133216234322453,30,34
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.002}",52,37,2,0.4157303370786517,0.9487179487179488,0.9333333333333332,0.578125,-124.21428571428572,0.1733154240728458,0.2966360142785245,30,89
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.0001}",17,0,30,0.0,0.0,0.0,0.0,,0.0566608117161226,0.0566608117161226,30,17
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.0001}",21,9,21,0.3,0.3,0.3,0.3,531.2222222222222,0.0699927674140338,0.0999896677343341,30,30
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.0001}",44,36,3,0.45,0.9230769230769232,0.9,0.6050420168067228,-51.81481481481482,0.1466515126770233,0.2666391139582243,30,80
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",17,0,30,0.0,0.0,0.0,0.0,,0.0566608117161226,0.0566608117161226,30,17
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",21,9,21,0.3,0.3,0.3,0.3,531.2222222222222,0.0699927674140338,0.0999896677343341,30,30
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",44,36,3,0.45,0.9230769230769232,0.9,0.6050420168067228,-51.81481481481482,0.1466515126770233,0.2666391139582243,30,80
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.02}",20,2,28,0.0909090909090909,0.0666666666666666,0.0666666666666666,0.0769230769230769,769.0,0.066659778489556,0.0733257563385116,30,22
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.02}",21,19,11,0.475,0.6333333333333333,0.6333333333333333,0.5428571428571427,468.7368421052632,0.0699927674140338,0.1333195569791121,30,40
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.02}",65,33,3,0.336734693877551,0.9166666666666666,0.9,0.4925373134328358,-16.444444444444443,0.2166442800910572,0.3266329145988247,30,98
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",17,0,30,0.0,0.0,0.0,0.0,,0.0566608117161226,0.0566608117161226,30,17
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",21,9,21,0.3,0.3,0.3,0.3,531.2222222222222,0.0699927674140338,0.0999896677343341,30,30
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",44,36,3,0.45,0.9230769230769232,0.9,0.6050420168067228,-51.81481481481482,0.1466515126770233,0.2666391139582243,30,80
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",21,2,28,0.0869565217391304,0.0666666666666666,0.0666666666666666,0.0754716981132075,728.0,0.0699927674140338,0.0766587452629894,30,23
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",18,22,9,0.55,0.7096774193548387,0.7,0.619718309859155,464.4761904761905,0.0599938006406004,0.1333195569791121,30,40
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",66,33,3,0.3333333333333333,0.9166666666666666,0.9,0.4888888888888888,-41.07407407407408,0.219977269015535,0.3299659035233026,30,99
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.01}",20,1,29,0.0476190476190476,0.0333333333333333,0.0333333333333333,0.0392156862745098,852.0,0.066659778489556,0.0699927674140338,30,21
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.01}",19,19,12,0.5,0.6129032258064516,0.6,0.5507246376811595,555.8888888888889,0.0633267895650782,0.1266535791301565,30,38
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.01}",62,35,3,0.3608247422680412,0.9210526315789472,0.9,0.5185185185185185,-60.18518518518518,0.2066453133176238,0.323299925674347,30,97
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",18,2,28,0.1,0.0666666666666666,0.0666666666666666,0.08,-707.5,0.0599938006406004,0.066659778489556,30,20
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",18,16,16,0.4705882352941176,0.5,0.4666666666666667,0.4848484848484848,380.2142857142857,0.0599938006406004,0.1133216234322453,30,34
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",50,39,1,0.4382022471910112,0.975,0.9666666666666668,0.6046511627906976,-153.24137931034485,0.1666494462238902,0.2966360142785245,30,89
ABCD,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.01}",20,1,29,0.0476190476190476,0.0333333333333333,0.0333333333333333,0.0392156862745098,865.0,0.066659778489556,0.0699927674140338,30,21
ABCD,Agrawal,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.01}",18,19,12,0.5135135135135135,0.6129032258064516,0.6,0.5588235294117647,529.1111111111111,0.0599938006406004,0.1233205902056787,30,37
ABCD,STAGGER,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.01}",62,33,3,0.3473684210526316,0.9166666666666666,0.9,0.5038167938931297,-28.40740740740741,0.2066453133176238,0.3166339478253914,30,95
ABCDx,SEA,HoeffdingTree,ABRUPT,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.001}",0,0,30,0.0,0.0,0.0,0.0,,0.0,0.0,30,0
